Programme Name,Year,Award Status,Applicant Gender,Amount Requested,Amount Funded
SFI Frontiers for the Future,2019,Declined,Female,1000000,
SFI Frontiers for the Future,2019,Declined,Female,250000,
SFI Frontiers for the Future,2019,Declined,Male,480000,
SFI Frontiers for the Future,2019,Declined,Female,380000,
SFI Frontiers for the Future,2019,Declined,Male,480000,
SFI Frontiers for the Future,2019,Declined,Male,440000,
SFI Frontiers for the Future,2019,Declined,Male,450000,
SFI Frontiers for the Future,2019,Declined,Male,410000,
SFI Frontiers for the Future,2019,Declined,Female,1000000,
SFI Frontiers for the Future,2019,Declined,Female,210000,
SFI Frontiers for the Future,2019,Declined,Female,220000,
SFI Frontiers for the Future,2019,Declined,Male,360000,
SFI Frontiers for the Future,2019,Declined,Male,470000,
SFI Frontiers for the Future,2019,Declined,Male,440000,
SFI Frontiers for the Future,2019,Declined,Male,480000,
SFI Frontiers for the Future,2019,Declined,Female,880000,
SFI Frontiers for the Future,2019,Declined,Female,1000000,
SFI Frontiers for the Future,2019,Declined,Female,480000,
SFI Frontiers for the Future,2019,Declined,Female,480000,
SFI Frontiers for the Future,2019,Declined,Female,480000,
SFI Frontiers for the Future,2019,Declined,Female,360000,
SFI Frontiers for the Future,2019,Declined,Female,480000,
SFI Frontiers for the Future,2019,Declined,Male,480000,
SFI Frontiers for the Future,2019,Declined,Male,290000,
SFI Frontiers for the Future,2019,Declined,Female,200000,
SFI Frontiers for the Future,2019,Awarded,Male,640000,630000
SFI Frontiers for the Future,2019,Awarded,Male,770000,760000
SFI Frontiers for the Future,2019,Awarded,Female,640000,640000
SFI Frontiers for the Future,2019,Declined,Male,480000,
SFI Frontiers for the Future,2019,Declined,Female,480000,
SFI Frontiers for the Future,2019,Awarded,Male,360000,340000
SFI Frontiers for the Future,2019,Declined,Female,430000,
SFI Frontiers for the Future,2019,Declined,Male,930000,
SFI Frontiers for the Future,2019,Declined,Male,970000,
SFI Frontiers for the Future,2019,Declined,Male,310000,
SFI Frontiers for the Future,2019,Awarded,Female,720000,720000
SFI Frontiers for the Future,2019,Declined,Female,260000,
SFI Frontiers for the Future,2019,Awarded,Female,480000,480000
SFI Frontiers for the Future,2019,Declined,Male,480000,
SFI Frontiers for the Future,2019,Declined,Female,290000,
SFI Frontiers for the Future,2019,Declined,Female,480000,
SFI Frontiers for the Future,2019,Declined,Male,480000,
SFI Frontiers for the Future,2019,Declined,Female,480000,
SFI Frontiers for the Future,2019,Declined,Female,480000,
SFI Frontiers for the Future,2019,Declined,Male,940000,
SFI Frontiers for the Future,2019,Awarded,Male,470000,470000
SFI Frontiers for the Future,2019,Awarded,Male,480000,480000
SFI Frontiers for the Future,2019,Declined,Male,1000000,
SFI Frontiers for the Future,2019,Awarded,Male,720000,720000
SFI Frontiers for the Future,2019,Declined,Female,230000,
SFI Frontiers for the Future,2019,Awarded,Female,1000000,1000000
SFI Frontiers for the Future,2019,Declined,Male,480000,
SFI Frontiers for the Future,2019,Declined,Male,970000,
SFI Frontiers for the Future,2019,Declined,Female,770000,
SFI Frontiers for the Future,2019,Awarded,Male,1000000,940000
SFI Frontiers for the Future,2019,Declined,Male,430000,
SFI Frontiers for the Future,2019,Declined,Male,240000,
SFI Frontiers for the Future,2019,Declined,Female,480000,
SFI Frontiers for the Future,2019,Declined,Male,480000,
SFI Frontiers for the Future,2019,Declined,Female,370000,
SFI Frontiers for the Future,2019,Declined,Female,660000,
SFI Frontiers for the Future,2019,Declined,Male,470000,
SFI Frontiers for the Future,2019,Awarded,Female,1000000,990000
SFI Frontiers for the Future,2019,Declined,Female,710000,
SFI Frontiers for the Future,2019,Declined,Female,420000,
SFI Frontiers for the Future,2019,Awarded,Female,970000,970000
SFI Frontiers for the Future,2019,Declined,Male,480000,
SFI Frontiers for the Future,2019,Declined,Male,400000,
SFI Frontiers for the Future,2019,Declined,Male,400000,
SFI Frontiers for the Future,2019,Declined,Male,600000,
SFI Frontiers for the Future,2019,Declined,Male,1000000,
SFI Frontiers for the Future,2019,Declined,Male,210000,
SFI Frontiers for the Future,2019,Declined,Male,480000,
SFI Frontiers for the Future,2019,Declined,Female,270000,
SFI Frontiers for the Future,2019,Declined,Male,480000,
SFI Frontiers for the Future,2019,Declined,Female,480000,
SFI Frontiers for the Future,2019,Declined,Male,650000,
SFI Frontiers for the Future,2019,Declined,Male,240000,
SFI Frontiers for the Future,2019,Awarded,Female,660000,660000
SFI Frontiers for the Future,2019,Awarded,Male,420000,420000
SFI Frontiers for the Future,2019,Declined,Male,240000,
SFI Frontiers for the Future,2019,Declined,Male,420000,
SFI Frontiers for the Future,2019,Declined,Male,480000,
SFI Frontiers for the Future,2019,Declined,Male,250000,
SFI Frontiers for the Future,2019,Declined,Male,270000,
SFI Frontiers for the Future,2019,Awarded,Female,830000,830000
SFI Frontiers for the Future,2019,Declined,Male,480000,
SFI Frontiers for the Future,2019,Declined,Male,1000000,
SFI Frontiers for the Future,2019,Declined,Male,280000,
SFI Frontiers for the Future,2019,Declined,Male,450000,
SFI Frontiers for the Future,2019,Declined,Female,540000,
SFI Frontiers for the Future,2019,Declined,Male,480000,
SFI Frontiers for the Future,2019,Declined,Male,400000,
SFI Frontiers for the Future,2019,Awarded,Male,480000,470000
SFI Frontiers for the Future,2019,Declined,Female,480000,
SFI Frontiers for the Future,2019,Declined,Male,460000,
SFI Frontiers for the Future,2019,Declined,Male,460000,
SFI Frontiers for the Future,2019,Declined,Male,460000,
SFI Frontiers for the Future,2019,Declined,Male,370000,
SFI Frontiers for the Future,2019,Awarded,Male,370000,370000
SFI Frontiers for the Future,2019,Awarded,Male,480000,480000
SFI Frontiers for the Future,2019,Declined,Female,790000,
SFI Frontiers for the Future,2019,Declined,Female,470000,
SFI Frontiers for the Future,2019,Declined,Male,210000,
SFI Frontiers for the Future,2019,Declined,Male,480000,
SFI Frontiers for the Future,2019,Awarded,Male,470000,470000
SFI Frontiers for the Future,2019,Declined,Female,370000,
SFI Frontiers for the Future,2019,Declined,Female,370000,
SFI Research Professorship,2019,Awarded,Male,3000000,2890000
SFI Frontiers for the Future,2019,Declined,Male,450000,
SFI Frontiers for the Future,2019,Declined,Female,430000,
SFI Frontiers for the Future,2019,Declined,Male,480000,
SFI Frontiers for the Future,2019,Declined,Female,470000,
SFI Frontiers for the Future,2019,Declined,Male,250000,
SFI Frontiers for the Future,2019,Declined,Female,240000,
SFI Frontiers for the Future,2019,Declined,Male,370000,
SFI Frontiers for the Future,2019,Declined,Female,1000000,
SFI Frontiers for the Future,2019,Awarded,Female,480000,480000
SFI Frontiers for the Future,2019,Declined,Female,1000000,
SFI Frontiers for the Future,2019,Declined,Male,480000,
SFI Frontiers for the Future,2019,Declined,Male,440000,
SFI Frontiers for the Future,2019,Declined,Male,830000,
SFI Frontiers for the Future,2019,Declined,Male,880000,
SFI Frontiers for the Future,2019,Declined,Male,480000,
SFI Frontiers for the Future,2019,Declined,Male,970000,
SFI Frontiers for the Future,2019,Declined,Male,450000,
SFI Frontiers for the Future,2019,Awarded,Female,930000,890000
SFI Frontiers for the Future,2019,Awarded,Female,700000,700000
SFI Frontiers for the Future,2019,Awarded,Male,400000,400000
SFI Frontiers for the Future,2019,Declined,Female,480000,
SFI Frontiers for the Future,2019,Declined,Male,450000,
SFI Frontiers for the Future,2019,Declined,Female,220000,
SFI Frontiers for the Future,2019,Awarded,Female,310000,310000
SFI Frontiers for the Future,2019,Awarded,Male,200000,200000
SFI Frontiers for the Future,2019,Declined,Male,480000,
SFI Frontiers for the Future,2019,Declined,Male,380000,
SFI Frontiers for the Future,2019,Declined,Male,390000,
SFI Frontiers for the Future,2019,Declined,Male,630000,
SFI Frontiers for the Future,2019,Declined,Male,470000,
SFI Frontiers for the Future,2019,Awarded,Male,220000,220000
SFI Frontiers for the Future,2019,Declined,Male,470000,
SFI Frontiers for the Future,2019,Declined,Male,950000,
SFI Frontiers for the Future,2019,Declined,Male,880000,
SFI Frontiers for the Future,2019,Declined,Male,240000,
SFI Frontiers for the Future,2019,Declined,Female,230000,
SFI Frontiers for the Future,2019,Declined,Male,1000000,
SFI Frontiers for the Future,2019,Declined,Male,210000,
SFI Frontiers for the Future,2019,Declined,Male,240000,
SFI Frontiers for the Future,2019,Declined,Male,1000000,
SFI Frontiers for the Future,2019,Awarded,Female,800000,800000
SFI Frontiers for the Future,2019,Declined,Male,290000,
SFI Frontiers for the Future,2019,Declined,Male,480000,
SFI Frontiers for the Future,2019,Declined,Female,450000,
SFI Frontiers for the Future,2019,Declined,Female,480000,
SFI Frontiers for the Future,2019,Declined,Male,950000,
SFI Frontiers for the Future,2019,Declined,Female,470000,
SFI Frontiers for the Future,2019,Awarded,Female,420000,420000
SFI Frontiers for the Future,2019,Declined,Female,1000000,
SFI Frontiers for the Future,2019,Declined,Male,480000,
SFI Frontiers for the Future,2019,Declined,Male,460000,
SFI Frontiers for the Future,2019,Declined,Male,470000,
SFI Frontiers for the Future,2019,Declined,Male,320000,
SFI Frontiers for the Future,2019,Declined,Female,370000,
SFI Frontiers for the Future,2019,Declined,Male,480000,
SFI Frontiers for the Future,2019,Declined,Male,480000,
SFI Frontiers for the Future,2019,Declined,Male,480000,
SFI Frontiers for the Future,2019,Declined,Male,400000,
SFI Frontiers for the Future,2019,Declined,Male,1000000,
SFI Frontiers for the Future,2019,Awarded,Female,280000,280000
SFI Frontiers for the Future,2019,Declined,Male,480000,
SFI Frontiers for the Future,2019,Declined,Male,480000,
SFI Frontiers for the Future,2019,Declined,Female,430000,
SFI Frontiers for the Future,2019,Declined,Female,480000,
SFI Frontiers for the Future,2019,Declined,Male,460000,
SFI Frontiers for the Future,2019,Declined,Male,470000,
SFI Frontiers for the Future,2019,Awarded,Male,480000,480000
SFI Frontiers for the Future,2019,Declined,Male,550000,
SFI Frontiers for the Future,2019,Awarded,Male,470000,400000
SFI Frontiers for the Future,2019,Declined,Male,480000,
SFI Frontiers for the Future,2019,Declined,Male,950000,
SFI Frontiers for the Future,2019,Awarded,Male,480000,480000
SFI Frontiers for the Future,2019,Declined,Female,480000,
SFI Frontiers for the Future,2019,Declined,Male,250000,
SFI Frontiers for the Future,2019,Declined,Female,470000,
SFI Frontiers for the Future,2019,Declined,Male,410000,
SFI Frontiers for the Future,2019,Declined,Male,440000,
SFI Frontiers for the Future,2019,Declined,Male,470000,
SFI Frontiers for the Future,2019,Declined,Male,480000,
SFI Frontiers for the Future,2019,Declined,Male,1000000,
SFI Frontiers for the Future,2019,Declined,Male,310000,
SFI Frontiers for the Future,2019,Declined,Male,480000,
SFI Frontiers for the Future,2019,Declined,Male,400000,
SFI Frontiers for the Future,2019,Declined,Male,240000,
SFI Frontiers for the Future,2019,Declined,Male,480000,
SFI Frontiers for the Future,2019,Declined,Female,410000,
SFI Frontiers for the Future,2019,Declined,Male,480000,
SFI Frontiers for the Future,2019,Declined,Male,200000,
SFI Frontiers for the Future,2019,Declined,Male,480000,
SFI Frontiers for the Future,2019,Declined,Male,450000,
SFI Frontiers for the Future,2019,Awarded,Male,1000000,1000000
SFI Frontiers for the Future,2019,Declined,Male,380000,
SFI Frontiers for the Future,2019,Declined,Male,220000,
SFI Frontiers for the Future,2019,Awarded,Male,730000,730000
SFI Frontiers for the Future,2019,Declined,Male,340000,
SFI Frontiers for the Future,2019,Declined,Male,450000,
SFI Frontiers for the Future,2019,Declined,Male,460000,
SFI Frontiers for the Future,2019,Declined,Male,670000,
SFI Frontiers for the Future,2019,Declined,Female,480000,
SFI Frontiers for the Future,2019,Declined,Female,420000,
SFI Frontiers for the Future,2019,Declined,Male,310000,
SFI Frontiers for the Future,2019,Declined,Female,980000,
SFI Frontiers for the Future,2019,Declined,Male,450000,
SFI Frontiers for the Future,2019,Declined,Male,360000,
SFI Frontiers for the Future,2019,Declined,Male,480000,
SFI Frontiers for the Future,2019,Awarded,Female,480000,470000
SFI Frontiers for the Future,2019,Declined,Male,260000,
SFI Frontiers for the Future,2019,Awarded,Male,440000,440000
SFI Frontiers for the Future,2019,Declined,Male,420000,
SFI Frontiers for the Future,2019,Declined,Male,930000,
SFI Frontiers for the Future,2019,Declined,Male,480000,
SFI Frontiers for the Future,2019,Declined,Male,470000,
SFI Frontiers for the Future,2019,Declined,Male,480000,
SFI Frontiers for the Future,2019,Declined,Male,1000000,
SFI Frontiers for the Future,2019,Declined,Female,480000,
SFI Frontiers for the Future,2019,Declined,Male,480000,
SFI Frontiers for the Future,2019,Declined,Female,480000,
SFI Frontiers for the Future,2019,Declined,Male,480000,
SFI Frontiers for the Future,2019,Declined,Male,310000,
SFI Frontiers for the Future,2019,Declined,Male,790000,
SFI Frontiers for the Future,2019,Declined,Male,410000,
SFI Frontiers for the Future,2019,Declined,Male,450000,
SFI Frontiers for the Future,2019,Awarded,Male,480000,480000
SFI Frontiers for the Future,2019,Declined,Male,1000000,
SFI Frontiers for the Future,2019,Declined,Male,410000,
SFI Industry Fellowship,2019,Awarded,Male,70000,60000
SFI Industry Fellowship,2019,Awarded,Female,80000,50000
SFI Future Innovator Prize,2019,Awarded,Male,220000,220000
SFI Future Innovator Prize,2019,Awarded,Male,220000,220000
SFI Industry Fellowship,2019,Awarded,Male,70000,70000
SFI Future Innovator Prize,2019,Declined,Male,220000,
SFI Industry Fellowship,2019,Awarded,Female,60000,60000
SFI Industry Fellowship,2019,Awarded,Male,60000,60000
SFI Future Innovator Prize,2019,Declined,Male,170000,
SFI Future Innovator Prize,2019,Awarded,Female,200000,200000
SFI Industry Fellowship,2019,Awarded,Male,100000,100000
SFI Industry Fellowship,2019,Awarded,Female,60000,60000
SFI Industry Fellowship,2019,Awarded,Male,50000,50000
SFI Industry Fellowship,2019,Awarded,Male,70000,70000
SFI Industry Fellowship,2019,Awarded,Female,50000,50000
SFI Industry Fellowship,2019,Awarded,Female,70000,70000
SFI Industry Fellowship,2019,Awarded,Male,60000,60000
SFI Industry Fellowship,2019,Awarded,Male,70000,60000
SFI Industry Fellowship,2019,Awarded,Male,70000,70000
SFI Industry Fellowship,2019,Declined,Male,80000,
SFI Industry Fellowship,2019,Awarded,Male,70000,70000
SFI Industry Fellowship,2019,Declined,Female,80000,
SFI Industry Fellowship,2019,Awarded,Male,60000,60000
SFI Industry Fellowship,2019,Awarded,Male,60000,60000
SFI Industry Fellowship,2019,Awarded,Male,60000,60000
SFI Industry Fellowship,2019,Declined,Female,60000,
SFI Industry Fellowship,2019,Declined,Male,60000,
SFI Industry Fellowship,2019,Awarded,Female,50000,50000
SFI Industry Fellowship,2019,Awarded,Female,70000,60000
SFI Industry Fellowship,2019,Awarded,Male,50000,50000
SFI Future Innovator Prize,2019,Declined,Male,220000,
SFI Industry Fellowship,2019,Awarded,Male,60000,60000
SFI Industry Fellowship,2019,Awarded,Female,70000,50000
SFI Industry Fellowship,2019,Awarded,Male,70000,70000
SFI Industry Fellowship,2019,Awarded,Male,80000,80000
SFI Industry Fellowship,2019,Declined,Male,50000,
SFI Industry Fellowship,2019,Declined,Male,70000,
SFI Industry Fellowship,2019,Awarded,Male,60000,60000
SFI Industry Fellowship,2019,Awarded,Male,90000,90000
SFI Industry Fellowship,2019,Awarded,Male,60000,60000
SFI Industry Fellowship,2019,Declined,Female,60000,
SFI Industry Fellowship,2019,Awarded,Female,60000,60000
SFI Industry Fellowship,2019,Awarded,Female,50000,50000
SFI Industry Fellowship,2019,Awarded,Female,70000,60000
SFI Industry Fellowship,2019,Declined,Male,60000,
SFI Industry Fellowship,2019,Declined,Male,60000,
SFI Industry Fellowship,2019,Awarded,Male,60000,60000
SFI Future Innovator Prize,2019,Declined,Male,220000,
SFI Industry Fellowship,2019,Declined,Male,50000,
SFI Industry Fellowship,2019,Declined,Male,60000,
SFI Future Innovator Prize,2019,Declined,Male,220000,
SFI Future Innovator Prize,2019,Declined,Male,220000,
SFI Future Innovator Prize,2019,Declined,Male,220000,
SFI Future Innovator Prize,2019,Awarded,Male,210000,210000
SFI Future Innovator Prize,2019,Awarded,Male,220000,220000
SFI Future Innovator Prize,2019,Declined,Male,220000,
SFI Future Innovator Prize,2019,Awarded,Male,200000,200000
SFI Future Innovator Prize,2019,Awarded,Male,220000,220000
SFI Future Innovator Prize,2019,Awarded,Male,220000,220000
SFI Future Innovator Prize,2019,Declined,Male,220000,
SFI Future Innovator Prize,2019,Awarded,Female,220000,220000
SFI Future Innovator Prize,2019,Declined,Male,220000,
SFI Future Innovator Prize,2019,Awarded,Female,210000,210000
SFI Future Innovator Prize,2019,Declined,Male,220000,
SFI Future Innovator Prize,2019,Awarded,Male,220000,220000
SFI Future Innovator Prize,2019,Awarded,Female,210000,210000
SFI Future Innovator Prize,2019,Awarded,Male,220000,220000
SFI Future Innovator Prize,2019,Declined,Male,220000,
SFI Future Innovator Prize,2019,Declined,Male,220000,
SFI Future Innovator Prize,2019,Awarded,Male,220000,220000
SFI Future Innovator Prize,2019,Declined,Male,220000,
SFI Future Innovator Prize,2019,Declined,Male,220000,
SFI Future Innovator Prize,2019,Declined,Male,220000,
SFI Future Innovator Prize,2019,Awarded,Male,220000,220000
SFI Future Innovator Prize,2019,Awarded,Male,220000,220000
SFI Future Innovator Prize,2019,Declined,Male,220000,
SFI Future Innovator Prize,2019,Declined,Male,220000,
SFI Future Innovator Prize,2019,Declined,Male,220000,
SFI Future Innovator Prize,2019,Awarded,Male,220000,220000
SFI Future Innovator Prize,2019,Awarded,Male,220000,220000
SFI Future Innovator Prize,2019,Declined,Male,220000,
SFI Future Innovator Prize,2019,Declined,Male,230000,
SFI Public Service Fellowship Programme,2019,Awarded,Male,70000,70000
SFI Public Service Fellowship Programme,2019,Awarded,Male,10000,10000
SFI Public Service Fellowship Programme,2019,Declined,Female,20000,
SFI Public Service Fellowship Programme,2019,Awarded,Male,10000,10000
SFI Public Service Fellowship Programme,2019,Awarded,Male,40000,
SFI Public Service Fellowship Programme,2019,Declined,Female,50000,
SFI Public Service Fellowship Programme,2019,Declined,Male,10000,
SFI Public Service Fellowship Programme,2019,Declined,Female,60000,
SFI Public Service Fellowship Programme,2019,Awarded,Female,100000,90000
SFI Public Service Fellowship Programme,2019,Declined,Female,70000,
SFI Public Service Fellowship Programme,2019,Awarded,Male,10000,10000
SFI Public Service Fellowship Programme,2019,Awarded,Female,60000,60000
SFI Public Service Fellowship Programme,2019,Awarded,Female,90000,90000
SFI Public Service Fellowship Programme,2019,Declined,Male,60000,
SFI Public Service Fellowship Programme,2019,Awarded,Male,60000,60000
SFI Public Service Fellowship Programme,2019,Declined,Female,60000,
SFI Public Service Fellowship Programme,2019,Awarded,Male,60000,60000
SFI Public Service Fellowship Programme,2019,Declined,Male,50000,
SFI Public Service Fellowship Programme,2019,Awarded,Male,10000,10000
SFI Public Service Fellowship Programme,2019,Declined,Male,70000,
SFI Public Service Fellowship Programme,2019,Awarded,Male,20000,20000
SFI Public Service Fellowship Programme,2019,Declined,Female,60000,
SFI Public Service Fellowship Programme,2019,Awarded,Male,30000,30000
SFI Public Service Fellowship Programme,2019,Declined,Female,80000,
SFI Public Service Fellowship Programme,2019,Declined,Female,40000,
SFI Public Service Fellowship Programme,2019,Declined,Female,20000,
SFI Public Service Fellowship Programme,2019,Declined,Male,70000,
SFI Public Service Fellowship Programme,2019,Awarded,Female,70000,70000
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Awarded,Male,130000,130000
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Awarded,Male,60000,60000
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Declined,Male,220000,
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Awarded,Male,160000,160000
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Declined,Male,100000,
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Awarded,Male,140000,140000
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Awarded,Male,60000,60000
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Awarded,Male,150000,150000
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Awarded,Male,440000,440000
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Declined,Female,70000,
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Declined,Male,20000,
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Awarded,Male,310000,310000
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Declined,Male,100000,
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Awarded,Male,100000,100000
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Awarded,Male,90000,90000
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Declined,Male,220000,
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Awarded,Male,70000,70000
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Declined,Male,50000,
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Declined,Female,20000,
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Declined,Male,60000,
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Awarded,Female,60000,50000
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Awarded,Male,100000,100000
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Awarded,Male,100000,100000
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Declined,Male,60000,
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Awarded,Male,290000,290000
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Declined,Female,20000,
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Awarded,Male,250000,180000
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Declined,Male,90000,
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Awarded,Male,140000,140000
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Declined,Male,200000,
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Awarded,Male,50000,50000
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Declined,Female,50000,
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Awarded,Male,220000,100000
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Declined,Male,140000,
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Declined,Male,140000,
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Awarded,Male,240000,240000
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Declined,Male,210000,
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Declined,Male,90000,
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Awarded,Male,150000,150000
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Awarded,Male,110000,90000
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Declined,Female,100000,
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Declined,Male,190000,
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Declined,Female,110000,
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Awarded,Female,120000,120000
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Declined,Male,40000,
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Declined,Male,120000,
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Awarded,Female,30000,30000
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Declined,Male,100000,
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Declined,Male,100000,
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Awarded,Female,40000,40000
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Awarded,Male,370000,230000
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Awarded,Male,190000,190000
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Awarded,Male,40000,30000
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Awarded,Male,40000,40000
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Awarded,Male,30000,30000
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Declined,Male,80000,
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Declined,Male,60000,
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Declined,Female,80000,
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Declined,Male,150000,
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Declined,Male,80000,
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Declined,Male,190000,
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Declined,Female,60000,
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Awarded,Female,200000,200000
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Awarded,Female,230000,220000
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Awarded,Male,130000,100000
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Awarded,Male,130000,130000
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Declined,Male,130000,
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Awarded,Male,60000,60000
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Awarded,Female,170000,170000
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Awarded,Male,40000,40000
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Declined,Female,90000,
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Declined,Male,120000,
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Awarded,Male,200000,200000
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Declined,Male,0,
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Declined,Male,100000,
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Awarded,Male,50000,50000
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Awarded,Male,80000,80000
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Awarded,Male,110000,110000
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Declined,Male,40000,
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Awarded,Male,130000,130000
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Declined,Male,200000,
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Awarded,Female,190000,200000
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Declined,Male,70000,
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Declined,Female,120000,
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Declined,Male,80000,
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Declined,Male,100000,
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Awarded,Male,80000,80000
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Awarded,Male,30000,30000
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Awarded,Male,40000,40000
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Declined,Male,280000,
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Declined,Male,170000,
SFI COVID-19 Rapid Response Funding Programme 2020-Phase 1,2020,Declined,Male,200000,
